bid,ask,yiledbid,yieldask,changeprice
106.9784725,107.7901052,5.725450978,5.682339758,-6.978472495
107.5226577,109.076548,5.696473777,5.615322553,0.5441851984
106.9377822,108.4314559,5.727629537,5.648729834,-0.5848754772
107.7124654,108.9785776,5.686435621,5.620370659,0.7746831724
107.2126247,108.7337511,5.7129466,5.63302557,-0.4998406518
107.1946423,108.3798999,5.713904975,5.65141692,-0.01798242104
106.8636471,108.2815987,5.731602998,5.656547439,-0.3309952397
106.4164769,107.5460835,5.755687632,5.695232964,-0.4471701668
106.7028196,107.2903805,5.740241936,5.708806301,0.2863427354
106.513191,107.4462848,5.750461461,5.700522835,-0.1896286296
106.7301964,108.7201928,5.738769541,5.633728054,0.2170053418
106.2785945,107.5504339,5.763154876,5.695002594,-0.4516018716
107.1221272,107.882287,5.717772939,5.677484388,0.8435327054
106.0214226,106.8561872,5.777134329,5.732003135,-1.100704613
107.2014898,108.1080231,5.713539999,5.665629456,1.180067241
106.4418011,108.0765233,5.754318262,5.667280748,-0.7596887096
105.8825396,107.7505714,5.784712024,5.684424611,-0.5592614944
105.921562,106.6522589,5.782580889,5.742963218,0.03902235972
106.6156924,108.0073678,5.744932912,5.670909425,0.6941303843
106.3032836,107.2059081,5.761816375,5.713304526,-0.3124087927
106.5621441,107.4878534,5.747819785,5.698318281,0.2588604992
106.8359589,108.7242101,5.733088432,5.633519888,0.2738148116
105.6046966,106.6063018,5.799931439,5.745438963,-1.231262258
106.4900957,108.1462948,5.751708609,5.663624454,0.8853990435
106.3494982,107.2535604,5.759312553,5.71076613,-0.1405974662
105.29183,106.1428573,5.81716549,5.77052489,-1.057668172
105.9936223,107.7943069,5.778649571,5.682118264,0.7017922679
105.1942886,106.1988589,5.82255946,5.76748193,-0.7993337318
105.825499,107.7479443,5.787830022,5.684563207,0.6312104046
106.2949601,108.1581726,5.762267556,5.663002485,0.4694611465
106.1891761,107.0415315,5.768007837,5.722078072,-0.1057840024
106.4202411,107.1532359,5.755484048,5.716112955,0.2310649814
105.97923,107.4721702,5.779434329,5.699149824,-0.4410110963
105.2325959,106.326178,5.8204399,5.760575725,-0.7466340917
106.1408572,107.4840434,5.770633629,5.698520272,0.9082612981
106.0719258,106.9500297,5.774383705,5.726973632,-0.06893138247
105.7292712,106.5518199,5.793097718,5.748376712,-0.3426545736
105.7207675,106.9795291,5.793563694,5.725394429,-0.008503793182
105.3339921,106.3674204,5.81483705,5.758342148,-0.3867753306
104.6828442,105.7006816,5.851006481,5.794664618,-0.651147905
104.5969554,105.6511547,5.855810982,5.797381028,-0.08588882877
105.3862711,107.0066303,5.811952484,5.723944379,0.7893156919
104.6485841,105.2510218,5.852921999,5.819420936,-0.7376869774
104.4663661,105.4045441,5.863131103,5.810944918,-0.182218044
105.0530557,105.7554817,5.830387284,5.791661958,0.5866896274
104.9485485,106.6541272,5.836193151,5.742862616,-0.1045071694
105.2929605,106.6252845,5.817103033,5.74441609,0.3444120129
104.239207,105.9530022,5.875908092,5.780864978,-1.05375352
104.9343897,106.3489658,5.836980628,5.759341387,0.695182715
104.8416967,106.817619,5.84214124,5.734072768,-0.09269300929
104.3962036,105.3443877,5.867071586,5.814263231,-0.4454930928
104.645779,105.7604876,5.853078891,5.791387824,0.2495753558
105.2018228,106.2652332,5.822142463,5.763879506,0.5560438685
104.9918424,106.5354345,5.833786567,5.749260822,-0.2099804247
105.2183483,106.5266303,5.821228048,5.749735989,0.2265058333
104.9861479,106.612228,5.834102998,5.745119592,-0.2322003921
104.6861564,106.2381086,5.850821359,5.765351134,-0.2999914358
