bid,ask,yiledbid,yieldask,changeprice
108.6525298,109.6494128,5.752282076,5.699984926,-8.652529849
107.7137458,109.6867656,5.802416353,5.698043846,-0.938784068
108.6118803,110.054071,5.75443495,5.679026631,0.8981345317
108.5522812,109.5966577,5.75759434,5.702728653,-0.05959908877
107.5898726,109.182442,5.80909694,5.724363631,-0.9624085792
107.9006451,109.7292063,5.792365739,5.69583998,0.3107724779
107.8105646,109.2921058,5.797205518,5.7186198,-0.09008053073
108.2021038,109.908882,5.776227802,5.686528592,0.3915391791
107.485419,108.554946,5.814742184,5.757453003,-0.7166847678
108.4836303,110.1136219,5.761237875,5.675955337,0.9982113438
107.7751961,109.2256689,5.799107982,5.722098171,-0.7084342351
108.0476242,109.8785645,5.784486281,5.688097608,0.2724281156
107.3432917,108.1211452,5.822441162,5.780552907,-0.7043325321
107.3034445,108.4436427,5.824603331,5.76336228,-0.03984724273
107.6849595,108.6069003,5.803967451,5.754698809,0.3815150737
108.4165369,109.1069171,5.764803209,5.728326092,0.7315774122
108.3679617,108.9505849,5.767387244,5.736545614,-0.04857524115
108.5051825,109.5336202,5.760093531,5.70601062,0.1372208334
107.3333745,108.0497191,5.822979132,5.784374133,-1.171808008
107.9640124,109.0277165,5.788966027,5.7324873,0.6306378981
107.9653359,109.1572167,5.788895063,5.725686479,0.001323485283
107.6394347,108.4983694,5.806422168,5.760455236,-0.3259011713
107.7454537,108.3131537,5.800708787,5.770305625,0.1060189518
107.5249868,108.0480433,5.812602433,5.784463846,-0.220466862
107.9614033,108.7449568,5.78910593,5.747392966,0.4364164608
108.3843739,109.7720529,5.766513912,5.693616757,0.4229706304
107.6399265,109.0206522,5.806395639,5.732858749,-0.7444473913
107.2465756,107.9912099,5.827691902,5.787508082,-0.393350955
108.1220016,108.7310195,5.78050712,5.748129677,0.8754260122
108.550898,109.7398011,5.757667708,5.695290076,0.4288964023
108.4923887,109.9364628,5.760772783,5.685101958,-0.0585092758
108.350221,109.4004703,5.768331566,5.712955329,-0.1421677038
108.4170636,110.0431183,5.764775203,5.679591869,0.06684263491
107.4079349,107.9156602,5.818936941,5.791559808,-1.009128768
108.3302353,110.170179,5.769395756,5.673041523,0.922300464
107.2481825,108.5121062,5.827604584,5.759726006,-1.082052823
107.8477025,109.4366295,5.795209222,5.711067702,0.5995199666
108.7400199,110.3504636,5.747653903,5.663773213,0.8923174567
108.2652373,108.9305435,5.772859468,5.737601044,-0.4747826624
107.6139778,109.4564806,5.807795722,5.71003194,-0.6512594523
107.5294935,108.4278087,5.812358821,5.764203923,-0.0844843357
107.9242537,109.203218,5.79109865,5.723274563,0.3947602291
108.1446192,109.1996025,5.779298174,5.723464059,0.2203654371
108.8813851,110.4956548,5.740191489,5.656331021,0.7367659338
108.1003131,109.9891565,5.781666881,5.682378335,-0.7810720057
108.6887501,110.1595981,5.750365141,5.67358642,0.5884370509
108.5764982,109.9483049,5.756310161,5.684489637,-0.112251907
108.0216137,109.35616,5.785879127,5.715270175,-0.5548845145
108.3960924,110.003025,5.765890504,5.681661938,0.3744787267
107.5896824,109.1311433,5.80910721,5.727054451,-0.8064099886
108.4605427,109.2646391,5.762464253,5.72005733,0.8708602328
108.3232533,108.9655171,5.769767624,5.735759501,-0.1372893383
108.212845,109.2195573,5.775654455,5.722418362,-0.1104083863
107.6190373,109.4187495,5.80752268,5.71200094,-0.5938076444
108.5297082,110.0154003,5.75879186,5.681022822,0.9106708729
108.2746095,110.1510982,5.772359772,5.674024227,-0.2550987108
107.8483267,109.2150563,5.795175678,5.722654194,-0.4262827298
108.7301843,109.2740488,5.748173833,5.719564773,0.8818575219
107.7839117,108.412682,5.798639056,5.765008195,-0.9462725643
108.5230347,110.1099234,5.759145989,5.676145991,0.7391229935
107.9916882,109.0968725,5.787482449,5.728853502,-0.5313465056
108.9433708,110.5422708,5.736925482,5.65394573,0.9516826124
108.5715008,109.6061844,5.756575119,5.702232986,-0.3718700315
107.7608642,109.7079843,5.799879248,5.696941783,-0.8106365742
107.9044762,108.4509061,5.792160086,5.762976285,0.143611985
108.0682506,109.8201781,5.783382228,5.691121715,0.1637744389
108.9493781,110.1724335,5.736609158,5.672925433,0.8811274527
108.2625645,109.4176905,5.773001989,5.712056223,-0.6868136105
109.2113451,110.7778161,5.72284866,5.641923824,0.9487806528
107.9555548,109.3126696,5.789419555,5.717544017,-1.255790311
107.8276389,109.6220034,5.79628754,5.701410126,-0.1279158739
108.6727038,110.452028,5.751214223,5.658565181,0.8450649197
108.993836,110.4140292,5.734269228,5.660512567,0.3211321766
108.0650143,108.8216452,5.783555429,5.743342688,-0.9288217452
