bid,ask,yiledbid,yieldask,changeprice
105.9306284,106.840924,8.703809411,8.629652063,-5.930628361
106.1394178,107.6978988,8.686687934,8.56098411,0.2087894449
106.2115875,107.4521594,8.680785415,8.580562783,0.07216973617
106.8742579,107.9328293,8.626960488,8.542349963,0.662670342
106.4849678,108.3875793,8.658499118,8.506509749,-0.3892900552
107.1703681,107.7320314,8.603124319,8.558271743,0.6854002631
106.0883761,108.0261521,8.690867315,8.534970304,-1.081992035
106.8605787,108.722266,8.62806482,8.480323617,0.7722026788
106.6743268,108.4508235,8.643129304,8.501549091,-0.1862519285
107.0400841,108.1065773,8.613595621,8.528620762,0.3657573281
106.8974867,107.7364631,8.62508585,8.557919702,-0.1425974245
106.2181325,107.6009009,8.680250525,8.568701495,-0.6793542534
106.5026995,108.1564487,8.657057558,8.524688179,0.2845670777
105.5613614,107.1981545,8.734256438,8.600894337,-0.941338183
105.4198412,107.0973355,8.745981678,8.608991026,-0.1415201155
105.4774821,106.3020187,8.741202216,8.67340067,0.05764083074
105.5504869,106.3444178,8.735156291,8.669942618,0.07300486886
105.9535431,106.5685098,8.701927022,8.651711483,0.4030561908
105.8703369,107.6812715,8.70876609,8.562306029,-0.08320622448
105.6504051,106.3080994,8.726895079,8.672904557,-0.2199318408
106.082189,107.2453827,8.691374194,8.597106715,0.4317839432
106.2643377,107.5345307,8.67647623,8.573990083,0.1821486752
105.836959,107.7997463,8.71151258,8.552895826,-0.4273786538
106.097801,106.6986314,8.690095285,8.64116051,0.260841948
105.9948405,107.016837,8.698536605,8.61546674,-0.1029604749
106.1345001,106.8163211,8.687090432,8.631639719,0.1396595681
106.0251612,107.0266348,8.696049031,8.614678037,-0.1093389054
106.1887062,108.0896602,8.682655933,8.529955575,0.1635450517
105.9418313,107.8544023,8.702889016,8.548561579,-0.2468749071
105.8956131,107.7281843,8.706687399,8.558577371,-0.04621822682
105.1414967,106.9666942,8.769135206,8.619505413,-0.7541164188
105.9281501,106.5049174,8.704013041,8.656877282,0.7866534479
105.6535954,106.955593,8.726631564,8.62040006,-0.2745547595
105.3662022,107.1273576,8.75043402,8.606578385,-0.2873931775
106.1254862,106.9214466,8.687828277,8.623153069,0.759284037
105.6065868,106.7683717,8.73051604,8.635516166,-0.5188994115
105.3516529,105.863402,8.751642468,8.709336587,-0.254933851
105.586418,107.5853421,8.732183715,8.569940684,0.2347650733
104.8137058,105.8548042,8.796559503,8.710043982,-0.7727122018
104.8986375,106.2580481,8.789437326,8.676989807,0.08493168844
104.5274905,105.4670529,8.820646089,8.742066594,-0.3711470396
105.1065219,105.9966714,8.77205318,8.698386357,0.5790314744
104.4950795,106.3107834,8.823381965,8.672685595,-0.6114424328
105.2138772,107.1109569,8.76310259,8.607896213,0.7187977159
105.7327622,106.6872606,8.720097548,8.64208149,0.5188849312
105.3194077,106.5899625,8.754321929,8.649970208,-0.4133545009
105.6913612,107.6856489,8.723513343,8.561957972,0.3719535806
104.4774006,106.2189781,8.824874997,8.680181416,-1.213960665
104.4022982,106.1233451,8.831223217,8.68800356,-0.07510234197
105.2023946,106.5560938,8.764059066,8.652719587,0.8000963481
104.8717903,105.5068327,8.791687428,8.738770526,-0.3306043141
105.392901,106.1055436,8.748217303,8.689461156,0.5211107192
104.6064038,105.1895422,8.813991941,8.765129888,-0.7864971917
105.2085267,106.7583529,8.763548251,8.636326574,0.6021228931
104.6859046,106.6209724,8.807298401,8.647454431,-0.5226221092
104.6159977,106.5229615,8.813183647,8.65541088,-0.06990688955
105.0039327,105.5178545,8.780623512,8.737857723,0.3879349805
104.4226111,106.2393983,8.829505314,8.678513008,-0.581321521
104.1734967,104.9434111,8.850619684,8.785687359,-0.2491144929
104.1405449,104.8602262,8.853420166,8.79265698,-0.03295178467
104.6426211,106.1547871,8.810941376,8.68543026,0.50207624
103.9722316,104.4898792,8.867752337,8.823821092,-0.6703894751
103.7856958,105.6715041,8.883690505,8.72515261,-0.1865358674
104.0756574,105.7011586,8.858939957,8.722704764,0.2899616522
103.6281651,105.3293106,8.897195069,8.753498857,-0.4474922679
104.5589701,106.1935564,8.81799045,8.682259369,0.9308049764
104.9261618,106.6140756,8.787131679,8.648013827,0.3671916427
103.8661877,104.6227192,8.876806015,8.812617438,-1.059974039
104.0585265,105.819397,8.860398386,8.712958364,0.1923387379
104.3500722,105.9137687,8.835643144,8.705194905,0.2915457269
103.5963739,105.0393681,8.899925404,8.777661333,-0.7536982772
103.3843877,105.0733384,8.918174399,8.774823508,-0.2119861703
103.4949508,104.19447,8.908647164,8.848838139,0.1105630673
103.8457895,104.4360885,8.878549668,8.828365875,0.3508387014
103.6040002,104.6938307,8.899270285,8.80663162,-0.2417893535
103.1954908,104.9211079,8.934498912,8.787554943,-0.4085093869
103.6161837,104.9611158,8.898223878,8.784205401,0.4206929307
103.7126346,104.2320096,8.88994869,8.845651196,0.09645088023
103.1683303,104.3940877,8.93685104,8.83191779,-0.5443042798
103.6749476,105.5116766,8.893180284,8.738369339,0.5066172998
103.0773674,103.889396,8.944737559,8.874822991,-0.5975801728
104.4477817,105.7585121,8.827377516,8.71797439,1.370414289
103.6317579,104.3444322,8.896886613,8.836120723,-0.8160237726
103.0300509,103.8256955,8.948845427,8.880267991,-0.6017070358
103.9701041,105.5471083,8.867933794,8.735435908,0.9400532147
103.6148487,104.5583478,8.898338527,8.818042933,-0.3552554408
103.8612957,105.5821894,8.877224127,8.732533444,0.2464470141
103.6536829,105.5756536,8.895004732,8.73307404,-0.2076127837
103.1551689,104.3193372,8.937991277,8.838246341,-0.4985139911
103.2662936,104.8758891,8.928373116,8.791343828,0.1111247218
102.7991077,104.203291,8.968949449,8.848089066,-0.4671859933
103.61292,104.8319514,8.898504165,8.7950285,0.8138123233
103.1143581,104.4406395,8.94152877,8.827981183,-0.4985618308
103.0426614,104.7533859,8.947750258,8.801624811,-0.07169675761
102.9960439,103.7704075,8.951800139,8.884999323,-0.04661750432
102.9502293,104.0180525,8.955783841,8.863846011,-0.04581458807
103.842956,105.3172077,8.878791931,8.754504796,0.8927267241
102.8139137,104.3224747,8.967657845,8.837980524,-1.029042294
103.837161,105.5559788,8.879287449,8.734701817,1.023247231
103.8499913,104.8645603,8.878190437,8.792293576,0.01283037807
103.6793052,105.1663557,8.892806505,8.767062375,-0.1706861029
103.103078,104.2557827,8.942507032,8.843634146,-0.5762272388
103.5432135,104.5224907,8.904494741,8.821068015,0.4401354997
103.5980831,105.1620606,8.899778572,8.767420441,0.05486960021
102.8429652,104.7506698,8.965124623,8.801853025,-0.7551178457
102.4074482,104.0934705,9.003251389,8.857423966,-0.435517079
102.4071003,103.1923371,9.003281976,8.934771957,-0.0003479077147
103.6372559,105.4025761,8.89641463,8.747414284,1.230155686
102.3279428,104.2341698,9.010246613,8.845467874,-1.309313147
102.9075733,103.4095586,8.959496085,8.916003635,0.5796304836
103.09925,103.8096144,8.942839059,8.881643623,0.1916767313
102.8960429,104.6494753,8.960500074,8.810364285,-0.2032071194
103.1724788,104.9378222,8.936491693,8.786155273,0.2764359361
103.4292672,105.0328803,8.914304674,8.778203524,0.2567883678
102.7509311,104.4461914,8.973154697,8.827511922,-0.6783361062
102.4439294,103.2256802,9.000045249,8.931885925,-0.3070017044
102.5018767,103.0217519,8.994957256,8.949566307,0.05794735332
102.398874,103.7875049,9.004005257,8.883535649,-0.1030027185
103.399469,104.4543971,8.916873649,8.826818458,1.000594927
102.4005223,103.5600159,9.003860327,8.903050007,-0.9989466703
102.6158557,103.3714934,8.984966247,8.919286832,0.2153334293
102.407024,103.467475,9.003288681,8.911012855,-0.2088317173
103.2543566,104.4186719,8.929405308,8.829838413,0.847332621
102.401451,104.2815468,9.003778667,8.841449215,-0.8529056134
103.2669139,104.715627,8.928319485,8.804798542,0.8654629486
102.3711138,103.5107019,9.006446897,8.907291546,-0.895800177
102.1182417,103.0085249,9.02874927,8.950715499,-0.2528720967
102.2987356,102.9017422,9.012819118,8.960003787,0.1804939296
103.1511859,103.7521432,8.938336406,8.886563412,0.8524502701
102.6617458,104.0868626,8.980949944,8.85798627,-0.4894400936
102.171775,102.8851413,9.024018622,8.961449521,-0.4899708125
103.148356,103.6743157,8.938581629,8.893234489,0.976581028
102.5082781,103.8108794,8.994395548,8.881535398,-0.6400779196
102.4333609,104.0641426,9.000973821,8.859920212,-0.07491716709
102.2063046,104.0639836,9.020969923,8.859933745,-0.2270562783
102.9127567,103.9725817,8.959044819,8.867722481,0.7064520961
102.1015679,103.8293715,9.030223721,8.87995359,-0.8111888768
101.7742988,103.069667,9.059261627,8.945405831,-0.327269019
101.7634004,102.8857309,9.060231837,8.961398167,-0.01089844335
102.6810215,103.7741731,8.979264003,8.884676916,0.9176210922
101.7254491,102.669466,9.063611988,8.98027462,-0.9555723743
102.1665205,103.1084658,9.024482728,8.942039751,0.4410714346
102.0151922,103.4978986,9.037869557,8.908393429,-0.1513283351
102.0844521,102.5929638,9.031737756,8.986971094,0.06925985686
101.76101,103.552035,9.060444659,8.903736176,-0.3234420175
102.1202272,102.9558148,9.028573723,8.955297977,0.35921717
102.5945079,104.4994846,8.986835838,8.823010023,0.4742806457
101.960286,102.94804,9.042736503,8.955974294,-0.6342218741
102.6766265,104.1371376,8.979648352,8.853709842,0.7163405241
101.7236101,103.2877974,9.063775844,8.926514294,-0.9530164078
101.4587935,102.150983,9.087433115,9.025855385,-0.2648165835
102.691287,104.2095633,8.978366391,8.847556511,1.232493494
102.244956,103.5269731,9.01755975,8.905891602,-0.4463309974
101.7229653,102.2649306,9.063833293,9.015798421,-0.5219906678
102.246802,102.8021114,9.017396948,8.968687393,0.5238366149
102.0239431,102.91137,9.037094355,8.959165541,-0.2228588903
102.6228163,104.2189677,8.984356827,8.846758133,0.5988731982
102.6234086,104.0336988,8.984304968,8.862512923,0.0005923617755
102.4620327,103.4395939,8.998455091,8.913414733,-0.16137591
102.5430061,104.3701508,8.991349439,8.833943353,0.08097333923
102.315433,104.2863403,9.011348272,8.841042818,-0.2275731013
